NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
2_SA4_S3_a_19,1195,1411,LGA36_2.A13,181.0721 ,162.5407 ,THROUGH,L1195_DQ0.1,75.6900 ,61.0000 ,THROUGH,L1195.DQ0_WT,59.8900 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA4_S3_a_17,1196,1409,LGA36_2.A09,184.1137 ,165.1385 ,THROUGH,L1196_DQ0.1,57.8900 ,42.0000 ,THROUGH,L1196.DQ0_WT,53.0900 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.418 ,0.46 ,0.13 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
2_SA4_S3_a_25,1197,1413,LGA36_2.A25,169.2858 ,152.4743 ,THROUGH,L1197_DQ0.1,58.8900 ,42.0000 ,THROUGH,L1197.DQ0_WT,53.0900 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.22 ,8.24 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
2_SA6_S4_a_35,1198,1669,LGA38_3.C13,226.1687 ,89.6232 ,THROUGH,L1198_DQ0.1,52.0900 ,36.0000 ,THROUGH,L1198.DQ0_WT,53.0900 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
2_SA6_S4_a_41,1199,1671,LGA38_3.C25,211.8486 ,83.6916 ,THROUGH,L1199_DQ0.1,63.8900 ,31.0000 ,THROUGH,L1199.DQ0_WT,53.0900 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
2_SA6_S4_a_43,1200,1673,LGA38_3.C29,208.1531 ,82.1609 ,THROUGH,L1200_DQ0.1,63.8900 ,29.0000 ,THROUGH,L1200.DQ0_WT,53.0900 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.471 ,0.64 ,1.34 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
2_SA6_S4_a_49,1201,1675,LGA38_4.C09,232.3517 ,85.1487 ,THROUGH,L1201_DQ0.1,63.8900 ,23.0000 ,THROUGH,L1201.DQ0_WT,53.0900 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.28 ,8.12 ,0.16 ,0.25 ,1.14 ,0.65 ,0.51 ,,
2_SA6_S4_a_57,1202,1679,LGA38_4.C25,214.3360 ,77.6864 ,THROUGH,L1202_DQ0.1,72.8900 ,20.0000 ,THROUGH,L1202.DQ0_WT,59.8900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.471 ,0.64 ,1.34 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
2_SA6_S4_a_51,1203,1677,LGA38_4.C13,228.6561 ,83.6180 ,THROUGH,L1203_DQ0.1,77.6900 ,14.0000 ,THROUGH,L1203.DQ0_WT,66.8900 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.40 ,8.20 ,0.20 ,0.31 ,1.70 ,0.69 ,1.65 ,,
2_SA6_S4_a_33,1204,1667,LGA38_3.C09,229.8643 ,91.1539 ,THROUGH,L1204_DQ0.1,77.6900 ,13.0000 ,THROUGH,L1204.DQ0_WT,66.8900 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.458 ,0.60 ,1.04 ,8.26 ,8.18 ,0.08 ,0.13 ,0.02 ,0.64 ,0.32 ,,
1_SA3_S4_a_1,1205,197,LGA03_1.C09,231.9691 ,-86.0725 ,THROUGH,L1205_DQ0.1,65.8900 ,0.0000 ,THROUGH,L1205.DQ0_WT,66.8900 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.20 ,8.08 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.25 ,,
1_SA3_S4_a_3,1206,199,LGA03_1.C13,228.2736 ,-84.5418 ,THROUGH,L1206_DQ0.1,79.6900 ,-20.0000 ,THROUGH,L1206.DQ0_WT,66.8900 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.454 ,0.58 ,0.95 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
1_SA3_S4_a_9,1207,201,LGA03_1.C25,213.9534 ,-78.6102 ,THROUGH,L1207_DQ0.1,65.8900 ,-21.0000 ,THROUGH,L1207.DQ0_WT,59.8900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.34 ,8.14 ,0.20 ,0.31 ,1.70 ,0.67 ,1.08 ,,
1_SA3_S4_a_19,1209,207,LGA03_2.C13,225.7861 ,-90.5471 ,THROUGH,L1209_DQ0.1,63.8900 ,-24.0000 ,THROUGH,L1209.DQ0_WT,53.0900 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.421 ,0.47 ,0.20 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA3_S4_a_17,1210,205,LGA03_2.C09,229.4816 ,-92.0778 ,THROUGH,L1210_DQ0.1,63.8900 ,-34.0000 ,THROUGH,L1210.DQ0_WT,53.0900 ,-26.0000 ,BOTTOM,TOP-BOTTOM,2.441 ,0.54 ,0.65 ,8.16 ,8.06 ,0.10 ,0.16 ,0.30 ,0.61 ,-0.63 ,,
1_SA3_S4_a_25,1211,209,LGA03_2.C25,211.4659 ,-84.6155 ,THROUGH,L1211_DQ0.1,57.8900 ,-33.0000 ,THROUGH,L1211.DQ0_WT,53.0900 ,-31.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.18 ,8.12 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
1_SA5_S3_b_35,1212,410,LGA05_3.B14,182.4224 ,-159.4199 ,THROUGH,L1212_DQ0.1,52.0900 ,-36.0000 ,THROUGH,L1212.DQ0_WT,53.0900 ,-37.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
1_SA5_S3_b_41,1213,412,LGA05_3.B26,170.6361 ,-149.3535 ,THROUGH,L1213_DQ0.1,91.4900 ,-89.0000 ,THROUGH,L1213.DQ0_WT,53.0900 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.468 ,0.63 ,1.27 ,8.24 ,8.12 ,0.12 ,0.19 ,0.58 ,0.64 ,0.13 ,,
1_SA5_S3_b_43,1214,414,LGA05_3.B30,167.5945 ,-146.7557 ,THROUGH,L1214_DQ0.1,91.4900 ,-90.0000 ,THROUGH,L1214.DQ0_WT,53.0900 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.490 ,0.71 ,1.78 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
1_SA5_S3_b_49,1215,416,LGA05_4.B10,181.2426 ,-166.9603 ,THROUGH,L1215_DQ0.1,91.4890 ,-91.0000 ,THROUGH,L1215.DQ0_WT,59.8890 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.458 ,0.60 ,1.04 ,8.32 ,8.10 ,0.22 ,0.34 ,1.98 ,0.66 ,0.89 ,,
1_SA5_S3_b_57,1216,420,LGA05_4.B26,166.4147 ,-154.2961 ,THROUGH,L1216_DQ0.1,91.4900 ,-92.0000 ,THROUGH,L1216.DQ0_WT,66.8900 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.467 ,0.63 ,1.25 ,0.00 ,0.00 ,,,,,,,
1_SA5_S3_b_51,1217,418,LGA05_4.B14,178.2010 ,-164.3625 ,THROUGH,L1217_DQ0.1,91.4900 ,-93.0000 ,THROUGH,L1217.DQ0_WT,66.8900 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
1_SA5_S3_b_33,1218,408,LGA05_3.B10,185.4640 ,-162.0177 ,THROUGH,L1218_DQ0.1,91.4900 ,-94.0000 ,THROUGH,L1218.DQ0_WT,66.8900 ,-67.0000 ,BOTTOM,TOP-BOTTOM,2.438 ,0.53 ,0.58 ,8.30 ,8.22 ,0.08 ,0.13 ,0.02 ,0.66 ,0.70 ,,
1_SA6_S3_b_49,1219,528,LGA06_4.B10,152.8928 ,-193.2574 ,THROUGH,L1219_DQ0.1,65.8900 ,-72.0000 ,THROUGH,L1219.DQ0_WT,66.8900 ,-73.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.30 ,8.24 ,0.06 ,0.09 ,-0.26 ,0.66 ,0.70 ,,
1_SA6_S3_b_57,1221,532,LGA06_4.B26,140.2286 ,-178.4295 ,THROUGH,L1221_DQ0.1,91.4900 ,-102.0000 ,THROUGH,L1221.DQ0_WT,66.8900 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.409 ,0.42 ,-0.08 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA2_S2_b_11,1222,36,LGA07_1.D30,122.3551 ,-186.2681 ,THROUGH,L1222_DQ0.1,76.6900 ,-119.0000 ,THROUGH,L1222.DQ0_WT,66.8900 ,-88.0000 ,BOTTOM,TOP-BOTTOM,2.418 ,0.46 ,0.13 ,8.24 ,8.14 ,0.10 ,0.16 ,0.30 ,0.64 ,0.13 ,,
1_SA2_S2_b_9,1223,34,LGA07_1.D26,124.4451 ,-189.6787 ,THROUGH,L1223_DQ0.1,75.6900 ,-120.0000 ,THROUGH,L1223.DQ0_WT,59.8900 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.484 ,0.69 ,1.64 ,8.24 ,8.10 ,0.14 ,0.22 ,0.86 ,0.64 ,0.13 ,,
1_SA2_S2_b_17,1224,38,LGA07_2.D10,129.0916 ,-209.7014 ,THROUGH,L1224_DQ0.1,75.6900 ,-121.0000 ,THROUGH,L1224.DQ0_WT,59.8900 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.431 ,0.50 ,0.42 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA2_S2_b_19,1225,40,LGA07_2.D14,127.0016 ,-206.2908 ,THROUGH,L1225_DQ0.1,60.8900 ,-108.0000 ,THROUGH,L1225.DQ0_WT,59.8900 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
1_SA3_S1_a_11,1227,119,LGA08_1.A29,97.1740 ,-201.9345 ,THROUGH,L1227_DQ0.1,57.0900 ,-130.0000 ,THROUGH,L1227.DQ0_WT,59.8900 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.439 ,0.53 ,0.61 ,8.26 ,8.14 ,0.12 ,0.19 ,0.58 ,0.64 ,0.32 ,,
1_SA3_S1_a_9,1228,117,LGA08_1.A25,98.7047 ,-205.6300 ,THROUGH,L1228_DQ0.1,57.0900 ,-131.0000 ,THROUGH,L1228.DQ0_WT,59.8900 ,-119.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
1_SA2_S1_b_49,1229,24,LGA07_4.B10,120.7783 ,-214.7958 ,THROUGH,L1229_DQ0.1,62.8900 ,-135.0000 ,THROUGH,L1229.DQ0_WT,59.8900 ,-124.0000 ,BOTTOM,TOP-BOTTOM,2.363 ,0.26 ,-1.13 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
1_SA2_S1_b_57,1230,28,LGA07_4.B26,110.5896 ,-198.1693 ,THROUGH,L1230_DQ0.1,62.8900 ,-136.0000 ,THROUGH,L1230.DQ0_WT,59.8900 ,-129.0000 ,BOTTOM,TOP-BOTTOM,2.416 ,0.45 ,0.08 ,8.18 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
2_SA6_S1_a_41,1231,1587,LGA34_3.A25,119.4254 ,193.9275 ,THROUGH,L1231_DQ0.1,78.6900 ,142.0000 ,THROUGH,L1231.DQ0_WT,73.6900 ,128.0000 ,BOTTOM,TOP-BOTTOM,2.344 ,0.19 ,-1.57 ,8.10 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.20 ,,
2_SA6_S1_a_43,1232,1589,LGA34_3.A29,117.3354 ,190.5170 ,THROUGH,L1232_DQ0.1,84.1900 ,139.5000 ,THROUGH,L1232.DQ0_WT,73.6900 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.353 ,0.23 ,-1.36 ,8.10 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.20 ,,
2_SA6_S1_a_49,1233,1591,LGA34_4.A09,135.1562 ,207.1578 ,THROUGH,L1233_DQ0.1,85.1900 ,139.5000 ,THROUGH,L1233.DQ0_WT,73.6900 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.18 ,8.12 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
2_SA6_S2_a_43,1235,1617,LGA34_3.C29,120.1065 ,188.8188 ,THROUGH,L1235_DQ0.1,64.8900 ,108.0000 ,THROUGH,L1235.DQ0_WT,66.8900 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.14 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
2_SA6_S2_a_49,1236,1619,LGA34_4.C09,137.9273 ,205.4597 ,THROUGH,L1236_DQ0.1,65.8900 ,108.0000 ,THROUGH,L1236.DQ0_WT,66.8900 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.22 ,8.08 ,0.14 ,0.22 ,0.86 ,0.63 ,-0.06 ,,
2_SA6_S2_a_33,1237,1611,LGA34_3.C09,132.3852 ,208.8559 ,THROUGH,L1237_DQ0.1,67.8900 ,99.0000 ,THROUGH,L1237.DQ0_WT,66.8900 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.442 ,0.54 ,0.68 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
2_SA7_S1_a_57,1238,1707,LGA35_4.A25,153.2346 ,168.6364 ,THROUGH,L1238_DQ0.1,68.8900 ,99.0000 ,THROUGH,L1238.DQ0_WT,66.8900 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
2_SA7_S1_a_43,1240,1701,LGA35_3.A29,145.6942 ,169.8161 ,THROUGH,L1240_DQ0.1,91.4900 ,96.0000 ,THROUGH,L1240.DQ0_WT,73.6900 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.461 ,0.61 ,1.11 ,8.18 ,8.06 ,0.12 ,0.19 ,0.58 ,0.62 ,-0.44 ,,
2_SA7_S1_a_49,1241,1703,LGA35_4.A09,165.8989 ,183.4643 ,THROUGH,L1241_DQ0.1,91.4900 ,94.0000 ,THROUGH,L1241.DQ0_WT,73.6900 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.353 ,0.23 ,-1.36 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
2_SA4_S4_b_35,1242,1446,LGA36_3.D14,188.1051 ,152.7663 ,THROUGH,L1242_DQ0.1,74.6900 ,72.0000 ,THROUGH,L1242.DQ0_WT,73.6900 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.24 ,8.24 ,0.00 ,0.00 ,-1.10 ,0.64 ,0.13 ,,
2_SA4_S4_b_41,1243,1448,LGA36_3.D26,176.3188 ,142.6999 ,THROUGH,L1243_DQ0.1,75.6900 ,72.0000 ,THROUGH,L1243.DQ0_WT,73.6900 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.311 ,0.08 ,-2.32 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
2_SA4_S4_b_43,1244,1450,LGA36_3.D30,173.2771 ,140.1021 ,THROUGH,L1244_DQ0.1,74.6900 ,61.0000 ,THROUGH,L1244.DQ0_WT,66.8900 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.363 ,0.26 ,-1.13 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
2_SA4_S4_b_49,1245,1452,LGA36_4.D10,195.3681 ,150.4215 ,THROUGH,L1245_DQ0.1,75.6900 ,57.0000 ,THROUGH,L1245.DQ0_WT,66.8900 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA4_S3_a_57,1246,1427,LGA36_4.A25,177.7286 ,142.5890 ,THROUGH,L1246_DQ0.1,76.6900 ,57.0000 ,THROUGH,L1246.DQ0_WT,66.8900 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
2_SA4_S3_a_51,1247,1425,LGA36_4.A13,189.5149 ,152.6554 ,THROUGH,L1247_DQ0.1,58.8900 ,41.0000 ,THROUGH,L1247.DQ0_WT,59.8900 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.26 ,8.10 ,0.16 ,0.25 ,1.14 ,0.64 ,0.32 ,,
2_SA6_S4_b_41,1249,1672,LGA38_3.D26,211.7858 ,81.2302 ,THROUGH,L1249_DQ0.1,61.8900 ,36.0000 ,THROUGH,L1249.DQ0_WT,59.8900 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.10 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.20 ,,
2_SA6_S4_b_35,1250,1670,LGA38_3.D14,226.1059 ,87.1618 ,THROUGH,L1250_DQ0.1,63.8900 ,30.0000 ,THROUGH,L1250.DQ0_WT,59.8900 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.36 ,8.12 ,0.24 ,0.38 ,2.26 ,0.67 ,1.27 ,,
2_SA6_S4_b_43,1251,1674,LGA38_3.D30,208.0903 ,79.6995 ,THROUGH,L1251_DQ0.1,63.8900 ,25.0000 ,THROUGH,L1251.DQ0_WT,59.8900 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
2_SA6_S4_b_49,1252,1676,LGA38_4.D10,232.2888 ,82.6873 ,THROUGH,L1252_DQ0.1,63.8900 ,21.0000 ,THROUGH,L1252.DQ0_WT,59.8900 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
2_SA6_S4_b_57,1253,1680,LGA38_4.D26,214.2732 ,75.2250 ,THROUGH,L1253_DQ0.1,73.6900 ,16.0000 ,THROUGH,L1253.DQ0_WT,66.8900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.418 ,0.46 ,0.13 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
2_SA6_S4_b_51,1254,1678,LGA38_4.D14,228.5933 ,81.1566 ,THROUGH,L1254_DQ0.1,75.6900 ,16.0000 ,THROUGH,L1254.DQ0_WT,73.6900 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.409 ,0.42 ,-0.08 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
2_SA6_S4_b_33,1255,1668,LGA38_3.D10,229.8014 ,88.6925 ,THROUGH,L1255_DQ0.1,77.6900 ,12.0000 ,THROUGH,L1255.DQ0_WT,73.6900 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.26 ,8.14 ,0.12 ,0.19 ,0.58 ,0.64 ,0.32 ,,
1_SA3_S3_a_35,1256,185,LGA03_3.A13,224.5424 ,-93.5497 ,THROUGH,L1256_DQ0.1,74.6900 ,0.0000 ,THROUGH,L1256.DQ0_WT,73.6900 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.390 ,0.36 ,-0.51 ,8.16 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA3_S3_a_41,1257,187,LGA03_3.A25,210.2223 ,-87.6181 ,THROUGH,L1257_DQ0.1,78.6900 ,-19.0000 ,THROUGH,L1257.DQ0_WT,73.6900 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.493 ,0.72 ,1.84 ,8.30 ,8.22 ,0.08 ,0.13 ,0.02 ,0.66 ,0.70 ,,
1_SA3_S3_a_43,1258,189,LGA03_3.A29,206.5267 ,-86.0874 ,THROUGH,L1258_DQ0.1,78.6900 ,-20.0000 ,THROUGH,L1258.DQ0_WT,66.8900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.461 ,0.61 ,1.11 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
1_SA3_S3_a_57,1260,195,LGA03_4.A25,207.7348 ,-93.6233 ,THROUGH,L1260_DQ0.1,63.8900 ,-21.0000 ,THROUGH,L1260.DQ0_WT,59.8900 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,0.00 ,8.26 ,,,,,,,
1_SA3_S3_a_51,1261,193,LGA03_4.A13,222.0549 ,-99.5549 ,THROUGH,L1261_DQ0.1,63.8900 ,-33.0000 ,THROUGH,L1261.DQ0_WT,59.8900 ,-26.0000 ,BOTTOM,TOP-BOTTOM,2.454 ,0.58 ,0.95 ,8.36 ,8.16 ,0.20 ,0.31 ,1.70 ,0.67 ,1.27 ,,
1_SA3_S3_a_33,1262,183,LGA03_3.A09,228.2379 ,-95.0804 ,THROUGH,L1262_DQ0.1,58.8900 ,-33.0000 ,THROUGH,L1262.DQ0_WT,59.8900 ,-31.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.26 ,8.26 ,0.00 ,0.00 ,-1.10 ,0.64 ,0.32 ,,
1_SA5_S3_b_1,1263,394,LGA05_1.B10,193.9068 ,-152.1324 ,THROUGH,L1263_DQ0.1,60.8900 ,-36.0000 ,THROUGH,L1263.DQ0_WT,59.8900 ,-37.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
1_SA5_S3_b_3,1264,396,LGA05_1.B14,190.8652 ,-149.5346 ,THROUGH,L1264_DQ0.1,92.4900 ,-89.0000 ,THROUGH,L1264.DQ0_WT,59.8900 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.474 ,0.65 ,1.41 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
1_SA5_S3_b_11,1265,400,LGA05_1.B30,176.0373 ,-136.8704 ,THROUGH,L1265_DQ0.1,92.4900 ,-90.0000 ,THROUGH,L1265.DQ0_WT,59.8900 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.18 ,8.08 ,0.10 ,0.16 ,0.30 ,0.62 ,-0.44 ,,
1_SA5_S3_b_9,1266,398,LGA05_1.B26,179.0789 ,-139.4682 ,THROUGH,L1266_DQ0.1,92.4900 ,-91.0000 ,THROUGH,L1266.DQ0_WT,66.8900 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.474 ,0.65 ,1.41 ,8.40 ,8.08 ,0.32 ,0.50 ,3.39 ,0.69 ,1.65 ,,
1_SA5_S3_b_19,1267,404,LGA05_2.B14,186.6438 ,-154.4772 ,THROUGH,L1267_DQ0.1,92.4900 ,-92.0000 ,THROUGH,L1267.DQ0_WT,73.6900 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.506 ,0.77 ,2.14 ,8.32 ,8.08 ,0.24 ,0.38 ,2.26 ,0.66 ,0.89 ,,
1_SA5_S3_b_17,1268,402,LGA05_2.B10,189.6854 ,-157.0750 ,THROUGH,L1268_DQ0.1,92.4900 ,-93.0000 ,THROUGH,L1268.DQ0_WT,73.6900 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.477 ,0.66 ,1.48 ,8.34 ,8.12 ,0.22 ,0.34 ,1.98 ,0.67 ,1.08 ,,
1_SA5_S3_b_25,1269,406,LGA05_2.B26,174.8575 ,-144.4108 ,THROUGH,L1269_DQ0.1,92.4900 ,-94.0000 ,THROUGH,L1269.DQ0_WT,73.6900 ,-67.0000 ,BOTTOM,TOP-BOTTOM,2.503 ,0.76 ,2.07 ,8.30 ,8.14 ,0.16 ,0.25 ,1.14 ,0.66 ,0.70 ,,
1_SA6_S3_b_33,1270,520,LGA06_3.B10,157.8354 ,-189.0360 ,THROUGH,L1270_DQ0.1,74.6900 ,-72.0000 ,THROUGH,L1270.DQ0_WT,73.6900 ,-73.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
1_SA6_S3_b_41,1272,524,LGA06_3.B26,145.1712 ,-174.2081 ,THROUGH,L1272_DQ0.1,91.4900 ,-100.0000 ,THROUGH,L1272.DQ0_WT,73.6900 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.24 ,8.14 ,0.10 ,0.16 ,0.30 ,0.64 ,0.13 ,,
1_SA2_S1_a_35,1273,17,LGA07_3.A13,126.6715 ,-207.6660 ,THROUGH,L1273_DQ0.1,77.6900 ,-108.0000 ,THROUGH,L1273.DQ0_WT,73.6900 ,-88.0000 ,BOTTOM,TOP-BOTTOM,2.389 ,0.35 ,-0.54 ,8.14 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.82 ,,
1_SA2_S1_a_41,1274,19,LGA07_3.A25,118.5727 ,-194.4501 ,THROUGH,L1274_DQ0.1,76.6900 ,-120.0000 ,THROUGH,L1274.DQ0_WT,66.8900 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,0.00 ,8.18 ,,,,,,,
1_SA2_S1_a_43,1275,21,LGA07_3.A29,116.4827 ,-191.0395 ,THROUGH,L1275_DQ0.1,76.6900 ,-121.0000 ,THROUGH,L1275.DQ0_WT,66.8900 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
