NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
1_SA6_S1_a_33,739,463,LGA11_3.A09,-19.8975 ,-246.4486 ,THROUGH,L739_DQ0.1,-19.5100 ,-144.0000 ,THROUGH,L739.DQ0_WT,-18.5100 ,-139.0000 ,BOTTOM,TOP-BOTTOM,2.429 ,0.49 ,0.38 ,8.12 ,8.12 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.01 ,,
2_SA3_S1_a_17,740,1241,LGA31_2.A09,13.4175 ,246.9586 ,THROUGH,L740_DQ0.1,-7.7100 ,143.0000 ,THROUGH,L740.DQ0_WT,-11.7100 ,143.0000 ,BOTTOM,TOP-BOTTOM,2.415 ,0.45 ,0.06 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
2_SA3_S1_a_19,741,1243,LGA31_2.A13,13.1037 ,242.9709 ,THROUGH,L741_DQ0.1,-7.7100 ,138.0000 ,THROUGH,L741.DQ0_WT,-11.7100 ,138.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.06 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.58 ,-1.58 ,,
2_SA3_S1_a_25,742,1245,LGA31_2.A25,11.8875 ,227.5187 ,THROUGH,L742_DQ0.1,-5.7100 ,136.0000 ,THROUGH,L742.DQ0_WT,-11.7100 ,133.0000 ,BOTTOM,TOP-BOTTOM,2.431 ,0.50 ,0.42 ,8.14 ,8.14 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.82 ,,
2_SA3_S2_b_1,743,1262,LGA31_1.D10,12.3421 ,246.0401 ,THROUGH,L743_DQ0.1,-3.7100 ,134.0000 ,THROUGH,L743.DQ0_WT,-4.7100 ,128.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,8.36 ,8.18 ,0.18 ,0.28 ,1.42 ,0.67 ,1.27 ,,
2_SA3_S2_b_3,744,1264,LGA31_1.D14,12.0282 ,242.0525 ,THROUGH,L744_DQ0.1,-3.7100 ,132.0000 ,THROUGH,L744.DQ0_WT,-4.7100 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.441 ,0.54 ,0.65 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA3_S2_a_3,748,1263,LGA31_1.C13,9.8636 ,243.2259 ,THROUGH,L748_DQ0.1,-3.7100 ,110.0000 ,THROUGH,L748.DQ0_WT,-4.7100 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
2_SA3_S2_a_9,749,1265,LGA31_1.C25,8.6475 ,227.7737 ,THROUGH,L749_DQ0.1,-3.7100 ,109.0000 ,THROUGH,L749.DQ0_WT,-4.7100 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
2_SA3_S1_b_11,756,1240,LGA31_1.B30,7.2583 ,222.8676 ,THROUGH,L756_DQ0.1,-3.7100 ,66.0000 ,THROUGH,L756.DQ0_WT,-4.7100 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.442 ,0.54 ,0.68 ,8.30 ,8.18 ,0.12 ,0.19 ,0.58 ,0.66 ,0.70 ,,
2_SA3_S1_b_9,757,1238,LGA31_1.B26,7.5721 ,226.8552 ,THROUGH,L757_DQ0.1,-3.7100 ,65.0000 ,THROUGH,L757.DQ0_WT,-4.7100 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.16 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
2_SA5_S1_b_3,759,1460,LGA33_1.B14,83.2352 ,227.7324 ,THROUGH,L759_DQ0.1,-3.7100 ,47.0000 ,THROUGH,L759.DQ0_WT,-4.7100 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.416 ,0.45 ,0.08 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
2_SA5_S1_b_9,760,1462,LGA33_1.B26,77.3036 ,213.4122 ,THROUGH,L760_DQ0.1,-2.7100 ,47.0000 ,THROUGH,L760.DQ0_WT,-4.7100 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.28 ,8.24 ,0.04 ,0.06 ,-0.54 ,0.65 ,0.51 ,,
2_SA5_S1_a_49,764,1479,LGA33_4.A09,101.0856 ,225.7504 ,THROUGH,L764_DQ0.1,-3.7100 ,23.0000 ,THROUGH,L764.DQ0_WT,-4.7100 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
2_SA5_S1_a_51,765,1481,LGA33_4.A13,99.5549 ,222.0549 ,THROUGH,L765_DQ0.1,-3.7100 ,11.0000 ,THROUGH,L765.DQ0_WT,-4.7100 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.12 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
2_SA5_S1_a_57,766,1483,LGA33_4.A25,93.6233 ,207.7348 ,THROUGH,L766_DQ0.1,-3.7100 ,25.0000 ,THROUGH,L766.DQ0_WT,-11.7100 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.30 ,8.22 ,0.08 ,0.13 ,0.02 ,0.66 ,0.70 ,,
2_SA5_S1_a_33,767,1471,LGA33_3.A09,95.0804 ,228.2379 ,THROUGH,L767_DQ0.1,-9.7100 ,10.0000 ,THROUGH,L767.DQ0_WT,-11.7100 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
1_SA6_S2_a_17,769,485,LGA11_2.C09,-16.6575 ,-246.7036 ,THROUGH,L769_DQ0.1,-6.7100 ,-36.0000 ,THROUGH,L769.DQ0_WT,-11.7100 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.403 ,0.40 ,-0.22 ,8.14 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA6_S2_a_9,771,481,LGA11_1.C25,-8.6475 ,-227.7737 ,THROUGH,L771_DQ0.1,-3.7100 ,-23.0000 ,THROUGH,L771.DQ0_WT,-4.7100 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.457 ,0.59 ,1.02 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA6_S2_a_11,772,483,LGA11_1.C29,-8.3337 ,-223.7860 ,THROUGH,L772_DQ0.1,-3.7100 ,-24.0000 ,THROUGH,L772.DQ0_WT,-4.7100 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.444 ,0.55 ,0.72 ,8.18 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
1_SA5_S2_a_35,776,381,LGA10_3.C13,15.3467 ,-242.7944 ,THROUGH,L776_DQ0.1,-3.7100 ,-47.0000 ,THROUGH,L776.DQ0_WT,-4.7100 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.474 ,0.65 ,1.41 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA5_S2_a_57,779,391,LGA10_4.C25,7.6507 ,-227.8521 ,THROUGH,L779_DQ0.1,-3.7100 ,-62.0000 ,THROUGH,L779.DQ0_WT,-4.7100 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
1_SA5_S1_b_57,783,364,LGA10_4.B26,8.5692 ,-226.7767 ,THROUGH,L783_DQ0.1,-3.7100 ,-85.0000 ,THROUGH,L783.DQ0_WT,-4.7100 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.363 ,0.26 ,-1.13 ,8.18 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA5_S1_b_51,784,362,LGA10_4.B14,9.7853 ,-242.2289 ,THROUGH,L784_DQ0.1,-3.7100 ,-86.0000 ,THROUGH,L784.DQ0_WT,-4.7100 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.390 ,0.36 ,-0.51 ,8.06 ,8.14 ,0.08 ,0.13 ,0.02 ,0.58 ,-1.58 ,,
1_SA6_S1_b_1,787,450,LGA11_1.B10,-9.1021 ,-246.2951 ,THROUGH,L787_DQ0.1,-3.7100 ,-97.0000 ,THROUGH,L787.DQ0_WT,-4.7100 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.12 ,8.12 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.01 ,,
1_SA6_S1_b_3,788,452,LGA11_1.B14,-8.7883 ,-242.3075 ,THROUGH,L788_DQ0.1,-4.7100 ,-108.0000 ,THROUGH,L788.DQ0_WT,-4.7100 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.12 ,8.10 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
1_SA5_S2_b_9,792,370,LGA10_1.D26,24.7691 ,-225.5018 ,THROUGH,L792_DQ0.1,-3.7100 ,-120.0000 ,THROUGH,L792.DQ0_WT,-4.7100 ,-124.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA5_S2_b_19,793,376,LGA10_2.D14,19.5052 ,-241.4640 ,THROUGH,L793_DQ0.1,-4.7100 ,-130.0000 ,THROUGH,L793.DQ0_WT,-11.7100 ,-129.0000 ,BOTTOM,TOP-BOTTOM,2.350 ,0.22 ,-1.43 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA5_S2_b_17,794,374,LGA10_2.D10,19.8190 ,-245.4517 ,THROUGH,L794_DQ0.1,-4.7100 ,-136.0000 ,THROUGH,L794.DQ0_WT,-11.7100 ,-134.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.10 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.20 ,,
1_SA5_S2_b_25,795,378,LGA10_2.D26,18.2891 ,-226.0118 ,THROUGH,L795_DQ0.1,-4.7100 ,-140.0000 ,THROUGH,L795.DQ0_WT,-11.7100 ,-139.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
2_SA3_S1_a_51,796,1257,LGA31_4.A13,26.0636 ,241.9509 ,THROUGH,L796_DQ0.1,6.6900 ,143.0000 ,THROUGH,L796.DQ0_WT,11.6900 ,143.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.34 ,8.22 ,0.12 ,0.19 ,0.58 ,0.67 ,1.08 ,,
2_SA3_S1_a_57,797,1259,LGA31_4.A25,24.8474 ,226.4987 ,THROUGH,L797_DQ0.1,6.6900 ,142.0000 ,THROUGH,L797.DQ0_WT,11.6900 ,138.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.22 ,8.12 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.06 ,,
2_SA3_S1_a_33,798,1247,LGA31_3.A09,19.8975 ,246.4486 ,THROUGH,L798_DQ0.1,6.6900 ,141.0000 ,THROUGH,L798.DQ0_WT,11.6900 ,133.0000 ,BOTTOM,TOP-BOTTOM,2.408 ,0.42 ,-0.10 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
2_SA3_S2_b_35,799,1278,LGA31_3.D14,24.9882 ,241.0325 ,THROUGH,L799_DQ0.1,2.6900 ,135.0000 ,THROUGH,L799.DQ0_WT,4.6900 ,128.0000 ,BOTTOM,TOP-BOTTOM,2.390 ,0.36 ,-0.51 ,8.26 ,8.08 ,0.18 ,0.28 ,1.42 ,0.64 ,0.32 ,,
2_SA3_S2_b_41,800,1280,LGA31_3.D26,23.7721 ,225.5803 ,THROUGH,L800_DQ0.1,2.6900 ,134.0000 ,THROUGH,L800.DQ0_WT,4.6900 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.12 ,8.10 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
2_SA3_S2_a_41,804,1279,LGA31_3.C25,21.6075 ,226.7537 ,THROUGH,L804_DQ0.1,5.6900 ,108.0000 ,THROUGH,L804.DQ0_WT,4.6900 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
2_SA3_S2_a_43,805,1281,LGA31_3.C29,21.2937 ,222.7660 ,THROUGH,L805_DQ0.1,6.6900 ,108.0000 ,THROUGH,L805.DQ0_WT,4.6900 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA3_S1_b_51,812,1258,LGA31_4.B14,28.2282 ,240.7775 ,THROUGH,L812_DQ0.1,5.6900 ,72.0000 ,THROUGH,L812.DQ0_WT,4.6900 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA3_S1_b_57,813,1260,LGA31_4.B26,27.0120 ,225.3252 ,THROUGH,L813_DQ0.1,6.6900 ,72.0000 ,THROUGH,L813.DQ0_WT,4.6900 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.28 ,8.20 ,0.08 ,0.13 ,0.02 ,0.65 ,0.51 ,,
2_SA5_S1_b_19,815,1468,LGA33_2.B14,89.2405 ,225.2449 ,THROUGH,L815_DQ0.1,3.6900 ,50.0000 ,THROUGH,L815.DQ0_WT,4.6900 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.484 ,0.69 ,1.64 ,8.24 ,8.14 ,0.10 ,0.16 ,0.30 ,0.64 ,0.13 ,,
2_SA5_S1_b_11,816,1464,LGA33_1.B30,75.7729 ,209.7167 ,THROUGH,L816_DQ0.1,3.6900 ,49.0000 ,THROUGH,L816.DQ0_WT,4.6900 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
2_SA6_S2_b_11,820,1604,LGA34_1.D30,110.4180 ,193.5832 ,THROUGH,L820_DQ0.1,4.6900 ,36.0000 ,THROUGH,L820.DQ0_WT,4.6900 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.465 ,0.62 ,1.20 ,8.18 ,8.24 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
2_SA6_S2_b_17,821,1606,LGA34_2.D10,128.2390 ,210.2239 ,THROUGH,L821_DQ0.1,5.6900 ,36.0000 ,THROUGH,L821.DQ0_WT,4.6900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.10 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.20 ,,
2_SA6_S2_b_19,822,1608,LGA34_2.D14,126.1490 ,206.8134 ,THROUGH,L822_DQ0.1,6.6900 ,10.0000 ,THROUGH,L822.DQ0_WT,11.6900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.409 ,0.42 ,-0.08 ,8.12 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.01 ,,
2_SA6_S2_b_25,823,1610,LGA34_2.D26,118.0502 ,193.5974 ,THROUGH,L823_DQ0.1,7.6900 ,10.0000 ,THROUGH,L823.DQ0_WT,11.6900 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.22 ,8.24 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA3_S2_b_41,824,160,LGA08_3.D26,81.2302 ,-211.7858 ,THROUGH,L824_DQ0.1,10.6900 ,-5.0000 ,THROUGH,L824.DQ0_WT,11.6900 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.452 ,0.58 ,0.91 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA3_S2_b_35,825,158,LGA08_3.D14,87.1618 ,-226.1059 ,THROUGH,L825_DQ0.1,16.4900 ,-44.0000 ,THROUGH,L825.DQ0_WT,11.6900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.461 ,0.61 ,1.11 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA3_S2_b_49,827,164,LGA08_4.D10,82.6873 ,-232.2888 ,THROUGH,L827_DQ0.1,7.6900 ,-36.0000 ,THROUGH,L827.DQ0_WT,4.6900 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
1_SA3_S2_b_57,828,168,LGA08_4.D26,75.2250 ,-214.2732 ,THROUGH,L828_DQ0.1,6.6900 ,-36.0000 ,THROUGH,L828.DQ0_WT,4.6900 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.444 ,0.55 ,0.72 ,8.12 ,8.10 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
1_SA5_S2_a_1,832,365,LGA10_1.C09,28.6206 ,-245.7621 ,THROUGH,L832_DQ0.1,5.6900 ,-36.0000 ,THROUGH,L832.DQ0_WT,4.6900 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.26 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.32 ,,
1_SA5_S2_a_19,835,375,LGA10_2.C13,21.8267 ,-242.2844 ,THROUGH,L835_DQ0.1,3.6900 ,-52.0000 ,THROUGH,L835.DQ0_WT,4.6900 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA5_S1_b_19,839,348,LGA10_2.B14,22.7452 ,-241.2090 ,THROUGH,L839_DQ0.1,3.6900 ,-75.0000 ,THROUGH,L839.DQ0_WT,4.6900 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.26 ,8.18 ,0.08 ,0.13 ,0.02 ,0.64 ,0.32 ,,
1_SA5_S1_b_17,840,346,LGA10_2.B10,23.0590 ,-245.1967 ,THROUGH,L840_DQ0.1,6.6900 ,-108.0000 ,THROUGH,L840.DQ0_WT,4.6900 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.341 ,0.18 ,-1.64 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
1_SA5_S1_b_43,843,358,LGA10_3.B30,14.7352 ,-222.2791 ,THROUGH,L843_DQ0.1,5.6900 ,-108.0000 ,THROUGH,L843.DQ0_WT,4.6900 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.340 ,0.18 ,-1.66 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA5_S1_b_49,844,360,LGA10_4.B10,10.0991 ,-246.2166 ,THROUGH,L844_DQ0.1,4.6900 ,-108.0000 ,THROUGH,L844.DQ0_WT,4.6900 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA5_S2_b_49,848,388,LGA10_4.D10,6.8591 ,-246.4716 ,THROUGH,L848_DQ0.1,3.6900 ,-131.0000 ,THROUGH,L848.DQ0_WT,4.6900 ,-124.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
1_SA5_S2_b_51,849,390,LGA10_4.D14,6.5453 ,-242.4839 ,THROUGH,L849_DQ0.1,5.6900 ,-139.0000 ,THROUGH,L849.DQ0_WT,11.6900 ,-129.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA5_S2_b_57,850,392,LGA10_4.D26,5.3292 ,-227.0317 ,THROUGH,L850_DQ0.1,6.6900 ,-139.0000 ,THROUGH,L850.DQ0_WT,11.6900 ,-134.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA5_S2_b_33,851,380,LGA10_3.D10,13.3390 ,-245.9617 ,THROUGH,L851_DQ0.1,6.6900 ,-140.0000 ,THROUGH,L851.DQ0_WT,11.6900 ,-139.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
2_SA3_S2_b_17,852,1270,LGA31_2.D10,18.8221 ,245.5301 ,THROUGH,L852_DQ0.1,33.4900 ,164.0000 ,THROUGH,L852.DQ0_WT,18.4900 ,143.0000 ,BOTTOM,TOP-BOTTOM,2.429 ,0.49 ,0.38 ,8.56 ,8.58 ,0.02 ,0.03 ,-0.82 ,0.74 ,3.16 ,,
2_SA3_S2_b_19,853,1272,LGA31_2.D14,18.5082 ,241.5425 ,THROUGH,L853_DQ0.1,33.4900 ,162.5000 ,THROUGH,L853.DQ0_WT,18.4900 ,138.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.30 ,8.18 ,0.12 ,0.19 ,0.58 ,0.66 ,0.70 ,,
2_SA3_S2_b_25,854,1274,LGA31_2.D26,17.2921 ,226.0903 ,THROUGH,L854_DQ0.1,33.4900 ,161.0000 ,THROUGH,L854.DQ0_WT,18.4900 ,133.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,LESS
2_SA4_S1_a_3,855,1347,LGA32_1.A13,44.6309 ,239.4471 ,THROUGH,L855_DQ0.1,6.6900 ,140.0000 ,THROUGH,L855.DQ0_WT,11.6900 ,128.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.30 ,8.16 ,0.14 ,0.22 ,0.86 ,0.66 ,0.70 ,,
2_SA4_S1_a_9,856,1349,LGA32_1.A25,41.0125 ,224.3753 ,THROUGH,L856_DQ0.1,4.6900 ,143.0000 ,THROUGH,L856.DQ0_WT,11.6900 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.429 ,0.49 ,0.38 ,8.32 ,8.20 ,0.12 ,0.19 ,0.58 ,0.66 ,0.89 ,,
2_SA4_S1_a_11,857,1351,LGA32_1.A29,40.0787 ,220.4859 ,THROUGH,L857_DQ0.1,4.6900 ,142.0000 ,THROUGH,L857.DQ0_WT,11.6900 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
2_SA4_S1_a_19,858,1355,LGA32_2.A13,50.9513 ,237.9297 ,THROUGH,L858_DQ0.1,4.6900 ,141.0000 ,THROUGH,L858.DQ0_WT,11.6900 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.438 ,0.53 ,0.58 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
2_SA4_S1_b_1,859,1346,LGA32_1.B10,47.5191 ,241.8389 ,THROUGH,L859_DQ0.1,10.6900 ,108.0000 ,THROUGH,L859.DQ0_WT,11.6900 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.12 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.01 ,,
2_SA4_S1_b_3,860,1348,LGA32_1.B14,46.5853 ,237.9495 ,THROUGH,L860_DQ0.1,9.6900 ,108.0000 ,THROUGH,L860.DQ0_WT,11.6900 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.418 ,0.46 ,0.13 ,8.12 ,8.12 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.01 ,,
2_SA4_S1_b_9,861,1350,LGA32_1.B26,42.9669 ,222.8777 ,THROUGH,L861_DQ0.1,8.6900 ,108.0000 ,THROUGH,L861.DQ0_WT,11.6900 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.14 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.82 ,,
2_SA4_S1_b_11,862,1352,LGA32_1.B30,42.0331 ,218.9882 ,THROUGH,L862_DQ0.1,2.6900 ,133.0000 ,THROUGH,L862.DQ0_WT,11.6900 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.471 ,0.64 ,1.34 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
2_SA4_S1_b_17,863,1354,LGA32_2.B10,53.8395 ,240.3215 ,THROUGH,L863_DQ0.1,2.6900 ,132.0000 ,THROUGH,L863.DQ0_WT,11.6900 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.22 ,8.12 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.06 ,,
2_SA4_S1_b_19,864,1356,LGA32_2.B14,52.9057 ,236.4321 ,THROUGH,L864_DQ0.1,19.4900 ,82.0000 ,THROUGH,L864.DQ0_WT,11.6900 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
2_SA4_S1_b_25,865,1358,LGA32_2.B26,49.2873 ,221.3603 ,THROUGH,L865_DQ0.1,19.4900 ,77.0000 ,THROUGH,L865.DQ0_WT,11.6900 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.467 ,0.63 ,1.25 ,8.36 ,8.14 ,0.22 ,0.34 ,1.98 ,0.67 ,1.27 ,,
2_SA6_S1_b_1,866,1570,LGA34_1.B10,119.9257 ,215.3184 ,THROUGH,L866_DQ0.1,10.6900 ,72.0000 ,THROUGH,L866.DQ0_WT,11.6900 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.441 ,0.54 ,0.65 ,8.20 ,8.22 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
